customer_id,snapshot,churn_probability,expected_dollar_churn,inferred_interval,interval_confidence,recommendation,reason,detail,auto_decided,model_version
rUP3OojpNCZzxktv,2025-03-05,0.9861,0.0,one_time_candidate,0.9338,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
AQoTOLidbxKZrMlp,2025-03-05,0.5736,44.69,one_time_candidate,0.9475,Review,borderline_churn_risk,"churn_prob 0.57 vs Continue<= 0.30, No-Go>= 0.70.",false,20260712_032913
mVarSdUbzwzynZpi,2025-03-05,0.99,62.28,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
7SRBGhUsqRm4ogqp,2025-03-05,0.9912,1.82,monthly,0.65,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
Wf957PZDdml41NWU,2025-03-05,0.6331,294.91,monthly,0.4786,Review,low_interval_confidence,interval_confidence 0.48 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
QIYQlGFjhk21J2K7,2025-03-05,0.8031,8.12,monthly,0.6607,No-Go,high_churn_risk,"churn_prob 0.80 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
2ACBp51oyRHVknTi,2025-03-05,0.9685,56.75,irregular,0.05,Review,low_interval_confidence,interval_confidence 0.05 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
eQ4LqgFR9lImw8Bg,2025-03-05,0.9494,0.78,monthly,0.6615,No-Go,high_churn_risk,"churn_prob 0.95 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
3DeQ9oeKjfO2LC6O,2025-03-05,0.99,75.14,irregular,0.1275,Review,low_interval_confidence,interval_confidence 0.13 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
atWpHPtSohl5dvjY,2025-03-05,0.99,75.13,irregular,0.0892,Review,low_interval_confidence,interval_confidence 0.09 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
r8T7RIPYS8SQoP4w,2025-03-05,0.99,75.14,irregular,0.1275,Review,low_interval_confidence,interval_confidence 0.13 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
VzVVeyG6H6wPYBeD,2025-03-05,0.9033,22.3,monthly,0.4035,Review,low_interval_confidence,interval_confidence 0.40 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
xmcr1s0VRM5sNr6Q,2025-03-05,0.99,62.28,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
jQBRLDsOQMyyRdIi,2025-03-05,0.9847,502.84,quarterly,0.5167,No-Go,high_churn_risk,"churn_prob 0.98 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
NtYa4AgU6iuG2FO4,2025-03-05,0.8318,32.25,annual,0.7997,No-Go,high_churn_risk,"churn_prob 0.83 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
KtHXsQejKUy8lixL,2025-03-05,0.9861,79.11,irregular,0.05,Review,low_interval_confidence,interval_confidence 0.05 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
3W6ZiRd7Vbve66D8,2025-03-05,0.9861,175.15,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
a4cDJrkxzNM5cDVt,2025-03-05,0.99,75.14,irregular,0.1275,Review,low_interval_confidence,interval_confidence 0.13 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
0YIfJhPz1e2sgIUg,2025-03-05,0.99,1.87,monthly,0.9364,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
S3tePS4BsZs1TRwi,2025-03-05,0.982,191.94,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
QiagCj37gyGxRxoi,2025-03-05,0.99,340.88,irregular,0.0892,Review,low_interval_confidence,interval_confidence 0.09 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
AXJ2z2d83ZSShJs2,2025-03-05,0.9656,0.0,monthly,0.7074,No-Go,high_churn_risk,"churn_prob 0.97 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
DpTwP5yoq98fxLn1,2025-03-05,0.982,372.02,monthly,0.9087,No-Go,high_churn_risk,"churn_prob 0.98 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
AjgBEIr6w01VHn96,2025-03-05,0.4952,299.21,annual,0.8653,Review,borderline_churn_risk,"churn_prob 0.50 vs Continue<= 0.30, No-Go>= 0.70.",false,20260712_032913
gZxON7QX31GVSa4g,2025-03-05,0.9494,379.95,monthly,0.5136,No-Go,high_churn_risk,"churn_prob 0.95 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
FOcrHtvKMHbHnB38,2025-03-05,0.9861,79.68,irregular,0.05,Review,low_interval_confidence,interval_confidence 0.05 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
4kBUJNluVLIf6RZG,2025-03-05,0.9685,16.89,monthly,0.7557,No-Go,high_churn_risk,"churn_prob 0.97 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
QXucZX9z9f2hCAlg,2025-03-05,0.982,191.94,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
jFwfP7pAwSMwV3yK,2025-03-05,0.99,75.14,irregular,0.1275,Review,low_interval_confidence,interval_confidence 0.13 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
qqkdAZC0IY9iNPwv,2025-03-05,0.9685,603.82,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
mO8IXuj5WiBJSTxg,2025-03-05,0.9861,273.51,annual,0.6635,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
rq2WMCaexP2x3Tuz,2025-03-05,0.9861,79.11,irregular,0.05,Review,low_interval_confidence,interval_confidence 0.05 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
XeHsVSMMKjcTi5pJ,2025-03-05,0.3087,237.18,annual,0.8618,Review,borderline_churn_risk,"churn_prob 0.31 vs Continue<= 0.30, No-Go>= 0.70.",false,20260712_032913
wUSZhYFnwHIWlfP1,2025-03-05,0.9685,353.16,monthly,0.9555,No-Go,high_churn_risk,"churn_prob 0.97 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
s8DTDo1OlFmezJ3v,2025-03-05,0.9429,17.96,monthly,0.7984,No-Go,high_churn_risk,"churn_prob 0.94 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
aDt74XFLqtJJLg5r,2025-03-05,0.99,0.0,one_time_candidate,0.9338,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
AhPVyqZs5MrFBpXJ,2025-03-05,0.4952,299.12,annual,0.8653,Review,borderline_churn_risk,"churn_prob 0.50 vs Continue<= 0.30, No-Go>= 0.70.",false,20260712_032913
t6KKEPXG5grTtrOJ,2025-03-05,0.4952,218.69,monthly,0.9512,Review,borderline_churn_risk,"churn_prob 0.50 vs Continue<= 0.30, No-Go>= 0.70.",false,20260712_032913
VX8YpqWTbD00BTcY,2025-03-05,0.982,386.05,monthly,0.5167,No-Go,high_churn_risk,"churn_prob 0.98 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
gQpEa6o4LoyyP13G,2025-03-05,0.9948,29.8,monthly,0.6857,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
Di2IXCJgv0DY0BlU,2025-03-05,0.99,75.13,irregular,0.0892,Review,low_interval_confidence,interval_confidence 0.09 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
aEbzlnymPZqlDSBY,2025-03-05,0.5736,269.47,monthly,0.9177,Review,borderline_churn_risk,"churn_prob 0.57 vs Continue<= 0.30, No-Go>= 0.70.",false,20260712_032913
vuliAFWc83jJsnW3,2025-03-05,0.99,340.88,irregular,0.1275,Review,low_interval_confidence,interval_confidence 0.13 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
eB8UO9naK5UDRfXw,2025-03-05,0.99,340.88,irregular,0.0892,Review,low_interval_confidence,interval_confidence 0.09 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
SkVJ1hU7n69WDhKS,2025-03-05,0.982,302.74,monthly,0.8422,No-Go,high_churn_risk,"churn_prob 0.98 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
6tHSGUu1Y7GepyBg,2025-03-05,0.99,62.28,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
M5Wzn6H3RQ2o7Zsy,2025-03-05,0.9833,79.31,irregular,0.05,Review,low_interval_confidence,interval_confidence 0.05 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
cGL7bLBOC7iqm5Yr,2025-03-05,0.4952,259.44,mixed,0.1974,Review,low_interval_confidence,interval_confidence 0.20 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
WE3YxC8D9yaEi06R,2025-03-05,0.99,0.0,one_time_candidate,0.9475,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
xlUqhCrP5CrlTzn0,2025-03-05,0.9948,4.92,monthly,0.587,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
CmyrzG3t7iszPyna,2025-03-05,0.9861,273.51,annual,0.6635,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
305zNPH1n0yG02FH,2025-03-05,0.9861,62.35,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
WNde0ueOWByT6FOI,2025-03-05,0.7761,485.4,monthly,0.7965,No-Go,high_churn_risk,"churn_prob 0.78 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
1k8Z5pR8UnpzipWJ,2025-03-05,0.6331,49.53,one_time_candidate,0.9338,Review,borderline_churn_risk,"churn_prob 0.63 vs Continue<= 0.30, No-Go>= 0.70.",false,20260712_032913
nsKtaxw63nZE5NNm,2025-03-05,0.4952,299.12,annual,0.8653,Review,borderline_churn_risk,"churn_prob 0.50 vs Continue<= 0.30, No-Go>= 0.70.",false,20260712_032913
AXUPhU89TlwKwgcx,2025-03-05,0.9847,1.87,monthly,0.8845,No-Go,high_churn_risk,"churn_prob 0.98 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
GrPice0fA0TmMIBG,2025-03-05,0.9429,45.27,annual,0.5664,No-Go,high_churn_risk,"churn_prob 0.94 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
oI9FYVzOPoyWlUmW,2025-03-05,0.9833,175.07,monthly,0.6215,No-Go,high_churn_risk,"churn_prob 0.98 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
bqf9enWILjto2nOy,2025-03-05,0.982,716.16,monthly,0.5365,No-Go,high_churn_risk,"churn_prob 0.98 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
sEXLlSNZwoI9lBvv,2025-03-05,0.9912,11.25,monthly,0.5628,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
oRKiHWXnlNt98yYh,2025-03-05,0.982,1.7,monthly,0.8664,No-Go,high_churn_risk,"churn_prob 0.98 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
M5xLer2fHhwP8bKp,2025-03-05,0.9861,273.51,annual,0.6635,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
Jjhy2cnBfemdbRFF,2025-03-05,0.99,17.26,monthly,0.791,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
U47CqBeaURr5NjQz,2025-03-05,0.99,75.14,irregular,0.1275,Review,low_interval_confidence,interval_confidence 0.13 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
mbkMkTSdyQ2osU7S,2025-03-05,0.9912,893.05,monthly,0.6636,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
Oau9heJFLg3XZBLb,2025-03-05,0.99,16.86,monthly,0.771,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
Nh4zPUGkTt6kDCQP,2025-03-05,0.982,191.94,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
pcQ7fBBv7XrmO0eq,2025-03-05,0.99,79.51,irregular,0.05,Review,low_interval_confidence,interval_confidence 0.05 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
QvrRBUAqPvnQhsAB,2025-03-05,0.5736,44.69,one_time_candidate,0.9475,Review,borderline_churn_risk,"churn_prob 0.57 vs Continue<= 0.30, No-Go>= 0.70.",false,20260712_032913
i4WFPZUeS0tEgad3,2025-03-05,0.6331,49.53,one_time_candidate,0.9475,Review,borderline_churn_risk,"churn_prob 0.63 vs Continue<= 0.30, No-Go>= 0.70.",false,20260712_032913
NzOKUfWyYafS4gsR,2025-03-05,0.9912,25.37,monthly,0.6833,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
Wp5uXM1KRJNcMF4Q,2025-03-05,0.9861,109.39,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
fPex8gNEe0SLShb4,2025-03-05,0.99,340.88,irregular,0.1275,Review,low_interval_confidence,interval_confidence 0.13 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
6cjyKdMv3wmuOkBc,2025-03-05,0.9015,24.88,monthly,0.4652,Review,low_interval_confidence,interval_confidence 0.47 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
sxzzGxxxvWGbsyNF,2025-03-05,0.9912,7.37,monthly,0.6566,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
jVzdHsCvWywq4jHs,2025-03-05,0.8031,8.12,monthly,0.6607,No-Go,high_churn_risk,"churn_prob 0.80 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
A6uwvUg2bSMOWSrK,2025-03-05,0.3474,155.57,monthly,0.9614,Review,borderline_churn_risk,"churn_prob 0.35 vs Continue<= 0.30, No-Go>= 0.70.",false,20260712_032913
etSOXpl3GBfTPp3u,2025-03-05,0.99,62.28,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
48qNcqQDdXrTt8rw,2025-03-05,0.99,1.99,monthly,0.9515,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
ZeE0ZCEKbzfUMX1j,2025-03-05,0.9861,503.58,quarterly,0.5167,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
cJER3U0Tsh8rPNsW,2025-03-05,0.99,62.28,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
gka0qam5QiAbbH6e,2025-03-05,0.99,1231.55,monthly,0.5352,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
uVrCor8V9AuWfU9x,2025-03-05,0.9685,1045.97,annual,0.5642,No-Go,high_churn_risk,"churn_prob 0.97 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
zuHFqClh0gg0mFB1,2025-03-05,0.3087,147.53,monthly,0.8694,Review,borderline_churn_risk,"churn_prob 0.31 vs Continue<= 0.30, No-Go>= 0.70.",false,20260712_032913
3vYcsnz2DdAoQVdj,2025-03-05,0.9912,246.03,monthly,0.9526,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
UuSl4NYChsRRb1E3,2025-03-05,0.9861,273.51,annual,0.6635,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
LIR0PSRr2iiAn5Wp,2025-03-05,0.7471,19.01,monthly,0.5,No-Go,high_churn_risk,"churn_prob 0.75 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
xwbGkdUm8AYQAgRT,2025-03-05,0.99,17.26,monthly,0.791,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
biEWrH2fFsRbo93F,2025-03-05,0.9685,97.6,monthly,0.9463,No-Go,high_churn_risk,"churn_prob 0.97 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
6lB6FtfwyaBug9Xe,2025-03-05,0.8318,32.25,annual,0.7997,No-Go,high_churn_risk,"churn_prob 0.83 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
7IMDlQBsCGZvKMdz,2025-03-05,1.0,636.17,monthly,0.6857,No-Go,high_churn_risk,"churn_prob 1.00 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
QIj04LC1OFAWXKE3,2025-03-05,0.99,75.14,irregular,0.1275,Review,low_interval_confidence,interval_confidence 0.13 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
IQqcOHFCcBfSSbBn,2025-03-05,0.9833,108.91,irregular,0.05,Review,low_interval_confidence,interval_confidence 0.05 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
ryrt5vXAX0NM2018,2025-03-05,0.9948,179.76,monthly,0.5841,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
5qIBBX83Oi1oqSiW,2025-03-05,0.99,75.14,irregular,0.1275,Review,low_interval_confidence,interval_confidence 0.13 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
qeCmOdu0dqfEvPz1,2025-03-05,0.982,191.94,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
5QMKlvStymfS4t2X,2025-03-05,0.99,16.97,monthly,0.7988,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
XItdzlDLJj9m2Iov,2025-03-05,0.9685,348.59,monthly,0.9635,No-Go,high_churn_risk,"churn_prob 0.97 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
vYGAaR4s0nTDFraj,2025-03-05,0.8318,32.25,annual,0.7997,No-Go,high_churn_risk,"churn_prob 0.83 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
klrsrJAYmzuSbAIR,2025-03-05,0.9015,34.68,annual,0.8,No-Go,high_churn_risk,"churn_prob 0.90 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
qgrDmgNvDtURUPDD,2025-03-05,0.9948,10.44,monthly,0.6293,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
NAmCQkbRuDiB9zNR,2025-03-05,0.9847,1.87,monthly,0.8845,No-Go,high_churn_risk,"churn_prob 0.98 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
tmkUWJOvZmgRfGAN,2025-03-05,0.9912,11.25,monthly,0.5636,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
vNdCDlRyHo7q3H1N,2025-03-05,0.99,16.97,monthly,0.7988,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
Z0ROEStNkna65cxX,2025-03-05,0.99,75.13,irregular,0.0892,Review,low_interval_confidence,interval_confidence 0.09 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
Xe58XSyk7RXQqHUh,2025-03-05,0.9847,1.87,monthly,0.8845,No-Go,high_churn_risk,"churn_prob 0.98 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
2dXoj2nbFqtYagaP,2025-03-05,0.9912,7.37,monthly,0.6566,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
X1mWEA24MoRSNFjU,2025-03-05,0.99,75.14,irregular,0.1275,Review,low_interval_confidence,interval_confidence 0.13 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
JxsLxwY4bBpBiwey,2025-03-05,0.99,1.87,monthly,0.9364,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
TddMtJiuhXcn7tOu,2025-03-05,0.99,75.14,irregular,0.1275,Review,low_interval_confidence,interval_confidence 0.13 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
MpP2i1O4bsAQ0Vwo,2025-03-05,0.99,75.14,irregular,0.1275,Review,low_interval_confidence,interval_confidence 0.13 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
sK3WFioikjbw2faG,2025-03-05,0.99,272.18,annual,0.6636,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
JV1os9y9OV38hR3Z,2025-03-05,0.9861,79.11,irregular,0.05,Review,low_interval_confidence,interval_confidence 0.05 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
QwIPFHjXUlH7AzRR,2025-03-05,0.9948,2.37,monthly,0.6344,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
WWA7Bq4piqHK67cg,2025-03-05,0.99,95.7,monthly,0.528,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
NRHLU47xD7ByBJsw,2025-03-05,0.99,0.74,monthly,0.825,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
A8s2Papy3vgBnbu9,2025-03-05,0.9861,8.97,monthly,0.5446,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
cVwaUu9m9a1ATOdq,2025-03-05,0.5736,44.69,one_time_candidate,0.9475,Review,borderline_churn_risk,"churn_prob 0.57 vs Continue<= 0.30, No-Go>= 0.70.",false,20260712_032913
yyx79oInf5NR8LM0,2025-03-05,0.982,191.94,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
zWgLsycd7nCnaT3x,2025-03-05,0.3474,558.13,monthly,0.9614,Review,borderline_churn_risk,"churn_prob 0.35 vs Continue<= 0.30, No-Go>= 0.70.",false,20260712_032913
QSKNsBwu4Hs8N1TR,2025-03-05,0.9861,79.19,irregular,0.05,Review,low_interval_confidence,interval_confidence 0.05 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
SFxhSCiPYd04kLb9,2025-03-05,0.0,0.0,mixed,0.1528,Review,low_interval_confidence,interval_confidence 0.15 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
Zssv3kmTJ0fVjkEr,2025-03-05,0.8031,601.92,monthly,0.7078,No-Go,high_churn_risk,"churn_prob 0.80 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
x51Ox3OMpzoFdnRR,2025-03-05,0.982,191.94,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
45cI3ybtrk563xDs,2025-03-05,0.4503,208.78,monthly,0.9614,Review,borderline_churn_risk,"churn_prob 0.45 vs Continue<= 0.30, No-Go>= 0.70.",false,20260712_032913
OolD7DSWbuaztllC,2025-03-05,0.99,272.18,annual,0.6636,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
cQ6GuiCRudIad6UD,2025-03-05,0.9861,273.51,annual,0.6635,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
c76LrkzJVX9zp588,2025-03-05,0.99,17.25,monthly,0.7316,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
uFQBXnnrb5zMVKc0,2025-03-05,0.6331,49.53,one_time_candidate,0.9475,Review,borderline_churn_risk,"churn_prob 0.63 vs Continue<= 0.30, No-Go>= 0.70.",false,20260712_032913
JvPhQNPNKSggLiij,2025-03-05,0.9912,8.53,monthly,0.6699,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
T9ayWOR3jAcdoMX3,2025-03-05,0.9861,36.76,monthly,0.5134,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
LoNld46A89yeSWqs,2025-03-05,0.9656,612.67,mixed,0.2333,Review,low_interval_confidence,interval_confidence 0.23 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
Rotu0Qej3zRq8PRN,2025-03-05,0.9494,1038.61,annual,0.5642,No-Go,high_churn_risk,"churn_prob 0.95 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
oYeZpKh3kElybaai,2025-03-05,0.99,340.88,irregular,0.1275,Review,low_interval_confidence,interval_confidence 0.13 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
FVJ57jWIQbbgtUEY,2025-03-05,0.9494,0.78,monthly,0.6615,No-Go,high_churn_risk,"churn_prob 0.95 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
GxQkaoKTvyP9bMyy,2025-03-05,0.99,1.99,monthly,0.9515,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
f5it9aAP5BqhqapE,2025-03-05,0.9033,15.08,quarterly,0.4365,Review,low_interval_confidence,interval_confidence 0.44 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
YV99duMA27PbnY4b,2025-03-05,0.6331,19.32,annual,0.4373,Review,low_interval_confidence,interval_confidence 0.44 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
8nd4Xh3ealfdHwbI,2025-03-05,0.8031,848.44,annual,0.5508,No-Go,high_churn_risk,"churn_prob 0.80 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
